field0,response_id,language,version,summary.word_count,summary.words_per_sentence,summary.sentence_count,summary.six_plus_words,summary.emojis,summary.emoticons,summary.hashtags,summary.urls,summary.capitals,personality.extraversion,personality.active,personality.assertive,personality.cheerful,personality.energetic,personality.friendly,personality.sociable,personality.openness,personality.adventurous,personality.artistic,personality.emotionally_aware,personality.imaginative,personality.intellectual,personality.liberal,personality.conscientiousness,personality.ambitious,personality.cautious,personality.disciplined,personality.dutiful,personality.organized,personality.self_assured,personality.neuroticism,personality.aggressive,personality.anxiety_prone,personality.impulsive,personality.melancholy,personality.self_conscious,personality.stress_prone,personality.agreeableness,personality.cooperative,personality.empathetic,personality.genuine,personality.generous,personality.humble,personality.trusting,social_dynamics.social,social_dynamics.affiliation,social_dynamics.inward_focus,social_dynamics.outward_focus,social_dynamics.authentic,social_dynamics.negations,social_dynamics.clout,drives.affiliation,drives.achievement,drives.risk_seeking,drives.risk_aversion,drives.power,drives.reward,cognition.analytical_thinking,cognition.cognitive_processes,cognition.causation,cognition.certainty,cognition.comparisons,cognition.differentiation,cognition.discrepancies,cognition.insight,cognition.tentative,additional_indicators.focus_past,additional_indicators.focus_present,additional_indicators.focus_future,additional_indicators.self_focus,additional_indicators.external_focus,sallee.sentiment,sallee.goodfeel,sallee.badfeel,sallee.emotionality,sallee.non_emotion,sallee.ambifeel,sallee.admiration,sallee.amusement,sallee.excitement,sallee.gratitude,sallee.joy,sallee.love,sallee.anger,sallee.boredom,sallee.disgust,sallee.fear,sallee.sadness,sallee.calmness,sallee.curiosity,sallee.surprise
A1WMNCCFKM2A4Z,265f623f-11fb-442b-a80a-2b602224e4e0,en,v1.0.0,20,20,1,0.25,0,0,0,0,0.045454545,55.08981531,43.54976846,41.61976692,66.11218144,72.03729092,67.65801379,31.71886664,38.05677082,59.72961733,56.14610648,22.47822875,40.44438815,27.04728235,37.07560397,49.43300091,49.59325594,15.59520675,43.93280902,55.38381263,1.095934851,90.089207,25.9655636,29.09157174,22.49984539,55.35684178,24.524025,3.388889301,20.69969535,68.41887911,59.76655763,54.07808036,67.09855908,69.3656198,74.88079962,85.82182013,0.007925821,0.129990347,1.017244092,0.132417446,0.28016564,0.498185398,63.64608669,0.129990347,0.059124959,52.23868245,2.238682446,0.007224312,100,0.932585895,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0.833333333,0.833333333,0,0.833333333,0.166666667,0,0.833333333,0,0,0.5,0,0.333333333,0,0,0,0,0,0,0,0
AM88FAF0V7U6D,a0e481c5-e2ec-4834-a303-cd447232ea77,en,v1.0.0,10,10,1,1,0,0,0,0,0.071428571,51.9772473,43.54976846,32.53182631,55.04043539,82.87705333,59.35420425,31.71886664,44.40982797,73.66645472,56.1525585,22.48237525,40.4506079,30.57813542,64.33874121,34.87730718,24.6020468,15.59520675,32.82287958,28.88555593,1.095934851,90.08851448,21.49142661,29.09468162,22.50060086,55.36039592,10.58718761,3.388889301,20.70135738,58.352754,64.79976966,54.08158442,60.03685293,44.5754844,74.99000285,78.74387651,0.007925821,0.129990347,1.017244092,0.132417446,0.28016564,0.498185398,63.64608669,0.129990347,0.059124959,2.259372672,52.21799222,0.007224312,0.035163448,0.932585895,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.857142857,0.857142857,0,0.857142857,0.142857143,0,0.857142857,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0
A1MDYWL5DLS9SS,45d59e30-424c-4d5f-8185-f296b4306c41,en,v1.0.0,192,10.66666667,18,0.21875,0,0,0,0,0.0234375,49.84003785,50.85796363,39.01487034,66.09282586,32.17385241,74.28800592,54.73800608,48.81306817,45.52828127,61.91365311,33.61000444,69.00716492,43.22316031,46.2952638,58.08984177,73.89243805,43.66932574,60.01080501,35.82982726,26.05410645,84.91958874,27.15454789,18.82961557,33.71864407,45.63743028,24.54535833,30.68177622,25.40711044,60.62263974,55.96830327,82.00344687,56.46650358,53.94132275,71.15964093,52.62913252,92.68479008,99.53934274,13.61352438,43.32533311,16.78655242,0.498185398,99.00611698,99.53934274,0.059124959,51.72970289,2.747662004,0.007224312,98.96087802,0.898402597,0.03125,0,0,0,0,0,0,0.03125,0,0.09375,0.03125,0.03125,0.03125,0.351955307,0.351955307,0,0.351955307,0.648044693,0,0,0,0,0,0,0.30726257,0,0,0,0,0,0.044692737,0,0
A1V0UCYURG2LP,adc81deb-4872-44be-b342-b4f01cfaad50,en,v1.0.0,66,66,1,0.090909091,0,0,0,0,0.025641026,52.63982442,51.88244182,31.78760415,65.92927784,60.93227306,66.72760999,48.28044118,35.19668383,59.72961733,51.10938749,34.69423216,31.22012474,20.11764186,37.0725898,56.83086359,49.58911145,15.59520675,50.02332056,61.86477008,50.89695453,92.29801523,28.87140834,26.74826578,27.65117836,64.592258,24.55602497,11.7645233,30.02554093,70.04149673,61.56183296,65.45534444,78.00608774,70.47470714,54.38527969,89.22887991,63.29524255,0.129990347,74.04727369,98.46064719,81.05170145,0.498185398,63.64608669,0.129990347,0.059124959,52.23868245,2.238682446,0.007224312,100,0.578356643,0,0,0,0,0,0,0,0,0,0.090909091,0,0.090909091,0.090909091,0.333333333,0.333333333,0,0.333333333,0.666666667,0,0.333333333,0,0,0.2,0,0.133333333,0,0,0,0,0,0,0,0
A3VJQ5WRH77UKU,48dbebd3-2755-4551-953f-419ccea1b339,en,v1.0.0,60,12,5,0.166666667,0,0,0,0,0.022222222,47.68098322,35.66098329,33.26407487,65.5235724,50.25064497,61.76465841,43.53515298,34.47975118,59.72961733,35.71651349,22.31098831,39.19225458,26.83313865,37.07485043,56.80034774,49.59221982,30.91898819,75.52506994,54.68079932,25.1213918,92.96513758,29.65466873,28.96821549,29.53543739,71.20433058,24.52639537,19.45602775,15.81488462,66.09118938,55.40337998,57.11592899,62.31960021,70.60795452,55.77039381,87.02962019,0.007925821,0.129990347,66.45661983,0.132417446,8.095491989,0.498185398,15.22274793,0.129990347,0.059124959,52.23868245,2.238682446,0.007224312,100,0.816267696,0,0,0,0,0,0,0,0,0,0.166666667,0,0.083333333,0,0.473684211,0.473684211,0,0.473684211,0.526315789,0,0.421052632,0,0,0.157894737,0,0.105263158,0,0,0,0,0,0.210526316,0,0
A227E7W4KXAOXG,ccbce33d-49ff-4631-9c29-ce844a7ab707,en,v1.0.0,410,20.5,20,0.195121951,0,0,0,0,0.017291066,58.31527378,41.61857648,68.57947149,58.61770232,36.67597765,70.38352778,82.07312958,35.70584001,32.38795582,53.62650108,43.79136911,32.48345025,30.90013892,24.25324812,61.18913721,59.30219589,70.39508961,52.66392981,69.01617587,57.68991244,55.88881929,48.44654129,48.23511451,59.03411952,78.52441646,29.32408759,44.05831261,70.2072649,66.74226641,70.2148245,46.12091681,38.39846576,80.39181898,58.02944359,84.02636193,55.11715875,91.46950537,38.10042128,54.41529422,20.72400332,0.498185398,77.95427951,91.46950537,39.12919474,95.57229165,52.39179012,93.11892971,93.04305984,0.084197517,0.134146341,0.073170732,0.024390244,0.024390244,0.012195122,0,0,0.024390244,0.085365854,0.12195122,0,0.06097561,0.036585366,0.283018868,0.366037736,0.083018868,0.449056604,0.550943396,0,0.045283019,0,0,0.190566038,0,0.167924528,0.00754717,0,0,0.075471698,0,0,0,0
A2MOJFGIAPOQQ3,9d0bd6d5-ffc9-4e24-aad2-9233655323ee,en,v1.0.0,910,20.22222222,45,0.197802198,0,0,0,0,0.033112583,44.63358372,42.91052754,31.84728235,64.46107239,39.59359614,43.50929332,55.26272356,40.926948,57.9323149,54.95104033,29.35036783,43.54356764,33.8693853,34.62676257,53.53684301,60.52735258,90.34948995,43.68852496,54.14528575,39.94318599,33.75495149,49.18061509,32.78786361,77.31445919,55.24443768,41.55744295,60.43135938,63.83251764,54.07910134,39.63706327,62.79224467,50.62550526,58.80664482,46.0645669,54.78327482,12.204966,2.486868439,91.44562128,6.778118017,82.10338493,91.8088336,2.269381051,2.486868439,61.41455421,98.19167425,51.32831251,6.43056837,96.79887128,0.050190127,0.186813187,0.043956044,0.016483516,0.010989011,0.054945055,0.010989011,0.021978022,0.038461538,0.098901099,0.082417582,0.016483516,0.120879121,0.010989011,0.089374975,0.210780981,0.121406006,0.332186988,0.667813012,0,0.026912465,0.007997761,0.022913584,0.042907986,0.030911345,0.104970608,0.019994402,0,0,0.07449914,0.049126245,0.007997761,0,0
A1LCFO492L6K6G,0d5bc89c-580c-4efc-a00e-7c7942175d66,en,v1.0.0,145,9.666666667,15,0.206896552,0,0,0,0,0.025862069,40.0725067,20.02266806,65.62663038,7.081043044,46.70778279,38.20337679,46.20419455,41.84335322,39.49508319,69.41466898,21.27168882,37.59899165,48.46270606,13.56521792,42.4522023,40.81476297,59.22830526,43.7773077,50.79154118,3.321175223,46.16182153,57.94323552,49.20847539,60.81032038,54.56649551,62.84198569,50.27710266,71.83469885,53.9841544,61.86085675,54.28491454,77.54937629,48.57233247,33.81434114,58.24502594,78.54421467,100,99.82556271,50.09517504,99.30429528,0.498185398,20.62406595,100,99.78149892,99.78068361,50.2110403,91.13984392,99.56066929,0.235660546,0.137931034,0.068965517,0,0.034482759,0.034482759,0,0.034482759,0,0.034482759,0.068965517,0,0.172413793,0.034482759,-0.175,0.1,0.275,0.375,0.625,0,0.025,0,0,0.075,0,0,0,0,0,0.2,0.075,0,0,0
A2EIK3QR1822Q4,2fdfa25a-21e0-4cc7-88d5-5cc84568ff63,en,v1.0.0,78,6.5,12,0.230769231,0,0,0,0,0.03125,52.84367971,41.83972744,57.71679481,43.58402025,60.44365615,58.45837901,47.10953026,37.11185118,31.37925015,66.0521007,35.07262869,32.10261752,31.28530637,27.98234312,53.42576387,61.91505777,46.08818508,48.1882945,48.74457404,1.095934851,81.22681558,40.22248285,38.7726971,26.20339153,57.31213263,45.84944897,33.14708777,30.97809493,56.08651673,56.28304526,65.11144881,53.48271856,48.30887961,64.36061251,61.75909639,41.5440337,99.8994908,1.017244092,0.132417446,4.739766987,0.498185398,95.13832848,99.8994908,0.059124959,52.23868245,2.238682446,99.92443853,100,0.828199493,0.076923077,0.076923077,0,0,0,0,0,0,0,0.076923077,0,0,0,0.220779221,0.324675325,0.103896104,0.324675325,0.675324675,0,0.168831169,0,0,0.324675325,0,0,0,0,0,0.103896104,0,0,0,0
A1X60YTH1F0Y9A,64d68f50-7571-4d53-a123-d3bb40162082,en,v1.0.0,275,18.33333333,15,0.363636364,0,0,0,0,0.01509434,36.68492736,22.08115544,48.39692461,40.40657853,29.98409346,36.8661565,30.50520474,61.81119188,63.89225536,88.41743767,52.63584022,42.06092546,64.58602656,44.81602711,34.76212772,16.19897937,73.42462133,54.22368421,34.17039455,23.20038466,40.56858396,52.35601281,35.89046865,53.95734446,54.46784649,64.70695318,59.23130344,42.29672505,38.72426637,35.19719385,56.01558695,37.43058433,32.71059642,44.7585569,34.13105191,2.065104129,0.129990347,7.22127336,17.12323099,69.1692418,98.79083601,8.508411653,0.129990347,90.43501337,49.86344451,99.82206406,92.94280012,0.035163448,0.423891109,0.181818182,0,0,0.018181818,0.090909091,0,0.036363636,0.072727273,0.018181818,0.090909091,0,0.018181818,0.018181818,-0.12,0.106666667,0.226666667,0.36,0.64,0.026666667,0.066666667,0,0.013333333,0.066666667,0.066666667,0,0,0.16,0,0.026666667,0.093333333,0.026666667,0,0
A2Y7WFGH3JMUTR,a19f8ea8-a77f-427a-83a8-b7bd1f5d04bd,en,v1.0.0,285,14.25,20,0.192982456,0,0,0,0,0.016064257,66.99341528,75.13289192,46.47938108,95.48158625,66.00066505,65.2161547,62.35491693,49.14058093,59.72961733,96.41203299,52.54905614,51.48680632,22.70906047,45.77245185,66.87005128,86.66982554,52.47383104,39.12097763,64.80434921,53.87949507,67.14791624,46.65661153,55.30308615,42.98649926,70.74688263,39.68068046,19.0311374,56.06309833,67.86934327,51.61372363,89.39409896,46.01667545,69.26960619,71.26819392,71.03754091,58.78255454,0.129990347,7.01561272,98.16270794,1.352963133,59.7613257,98.91501141,0.129990347,0.059124959,52.08143673,2.395928164,0.007224312,99.67894674,0.128132576,0.157894737,0.070175439,0.035087719,0,0.01754386,0.035087719,0.01754386,0.01754386,0,0.070175439,0.035087719,0.01754386,0.087719298,0.321854305,0.364238411,0.042384106,0.470198675,0.529801325,0.063576159,0.309403974,0,0,0.108874172,0.109668874,0.072582781,0.042384106,0,0,0,0,0,0,0
AZFYUPGEE6KLW,a656e6a1-f018-4ba0-a80f-a27f9376481a,en,v1.0.0,250,10,25,0.16,0,0,0,0,0.03125,52.67758934,46.02114216,39.17129674,64.67517518,60.93227306,60.47795142,46.22256129,48.45086273,46.27942982,80.10653536,34.16767361,36.62306591,38.61561983,61.80303774,51.5794721,61.86148988,15.95872592,45.13534794,54.61751422,44.22433849,57.97968651,52.08608652,51.51947152,44.0576447,86.73351262,39.57531126,51.5745649,64.83564806,68.34999803,49.57781899,88.07123171,77.62602035,61.15301423,74.40358938,68.5400385,17.57034753,94.2813029,91.19650734,0.132417446,100,99.47936162,1.270292628,94.2813029,0.059124959,52.23868245,2.238682446,0.007224312,100,0.413901099,0.2,0.04,0.04,0,0.06,0,0.06,0,0,0.14,0,0.12,0,0.216326531,0.248979592,0.032653061,0.314285714,0.685714286,0.032653061,0.085714286,0,0,0.085714286,0,0.163265306,0.032653061,0,0,0,0,0,0,0
AUQ0Y1LUWQAN2,06567541-f8ca-4300-86f1-0371be4fba9e,en,v1.0.0,120,8,15,0.25,0,0,0,0,0.055555556,49.63050225,43.6350053,22.29139864,66.03190744,59.10335839,70.40737722,51.80697844,42.21227097,38.24519758,65.79371001,17.41849326,32.66604449,39.90192531,54.77727951,51.4438536,49.56488065,47.48190376,47.02911795,63.07925569,6.410727869,69.26557883,31.83771242,13.92537813,38.29751248,62.41333473,24.57735818,42.07346295,47.11606961,63.62536966,57.0680809,52.93730988,42.33274241,71.41456182,66.39248621,77.72526769,3.766565468,95.23553404,66.45661983,0.132417446,65.3025815,0.498185398,5.450145218,95.23553404,0.059124959,52.19730199,2.280062898,0.007224312,99.91551025,0.278698413,0.166666667,0.083333333,0,0,0.083333333,0,0,0.041666667,0.041666667,0.041666667,0,0.083333333,0,0.310571241,0.310571241,0,0.310571241,0.689428759,0,0.146421536,0,0,0.089625739,0,0.164149705,0,0,0,0,0,0,0,0
A2S696CI415O20,15afb11d-a9d7-4403-8e18-0d54b7472072,en,v1.0.0,20,4,5,0,0,0,0,0,0.125,56.67247763,43.54976846,23.52208533,99.11732334,71.77203547,59.33530595,44.05497117,36.58271,73.66645472,37.87993919,22.46164277,40.41953459,16.78242394,64.33874121,34.88630603,24.6020468,15.59520675,32.84171955,28.85096268,1.095934851,90.17262134,29.3763727,29.07913225,37.65685782,79.30378362,10.58718761,23.59049111,34.24857354,63.46622806,53.16770724,68.34862178,73.53830791,61.18310348,50.42877949,76.44608823,0.007925821,0.129990347,100,0.132417446,65.3025815,0.498185398,0,0.129990347,0.059124959,2.259372672,52.21799222,0.007224312,0.035163448,0.386043956,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.720410065,0.720410065,0,0.720410065,0.279589935,0,0,0,0.720410065,0,0.62721342,0.347623486,0,0,0,0,0,0,0,0
A2BWO517WH1GJE,6a583883-42cb-4141-8319-3f87f8cdc344,en,v1.0.0,495,14.14285714,35,0.141414141,0,0,0,0,0.036855037,50.29248788,60.07901659,35.12878392,42.20586282,58.38029292,62.29309376,61.36641265,34.52709292,33.4750951,39.1533416,27.93997126,32.33017712,34.36194094,38.42280132,48.29244832,49.19898589,42.92769743,44.77041313,52.36940377,36.25966882,53.15930864,36.29439223,24.10463275,34.3748264,59.68094655,37.5791548,41.23137514,33.86522663,56.53357163,47.98467051,48.71210407,68.8757089,57.25690553,55.88142214,60.74931451,18.18076358,12.10593278,19.58786797,20.4667715,13.94968898,25.12337881,63.64608669,12.10593278,25.61579467,43.2053298,11.27203509,4.899400982,81.59280717,0.492510823,0.090909091,0.04040404,0,0.03030303,0.03030303,0,0,0.02020202,0.050505051,0.101010101,0.01010101,0.04040404,0.02020202,0.04908792,0.172238315,0.123150395,0.295388711,0.704611289,0,0.078290143,0.023487043,0,0.015658029,0,0.070461129,0,0,0,0.115321381,0,0,0,0
AROYPRQ35VSAT,a242315e-b825-483e-be1b-fda9fd0ceab6,en,v1.0.0,60,8.571428571,7,0.2,0,0.1,0,0,0.045454545,46.97171064,60.89538873,15.76433767,66.10573193,49.82804128,50.53172405,65.92076373,51.91978069,59.72961733,98.26880618,38.04272739,33.65534266,34.14002161,64.33798767,34.93025192,24.60101068,48.74293407,27.29913085,28.85207169,1.095934851,75.14211775,37.42803725,16.09553582,51.8310898,75.25776896,24.5323213,47.94837135,61.98496596,58.21717627,47.744057,96.28630062,34.00544724,61.18310824,52.60074626,42.85886295,74.71605521,0.129990347,81.40837872,99.11445833,0.676134346,0.498185398,10.69933346,0.129990347,0.059124959,2.259372672,52.21799222,0.007224312,0.035163448,0.019227941,0.2,0,0,0,0.1,0.2,0,0.1,0,0.1,0,0.1,0.1,0.4,0.4,0,0.4,0.6,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0
A29VPAJ33CDQMZ,00b09a8b-2f34-48dd-badf-e06c5873d2b6,en,v1.0.0,65,65,1,0.076923077,0,0,0,0,0.019230769,49.1082163,35.22726765,32.50509174,64.47317156,49.83268762,66.93014835,56.77035946,44.92063824,45.46247309,74.31932666,22.42708874,40.36767815,33.41895186,64.33798767,36.88040524,24.60101068,48.90998839,21.75426497,35.51007233,1.095934851,80.5331829,39.18603386,33.08930868,39.04409583,67.0390326,25.57886143,41.82155238,63.57274801,58.41754551,54.86748985,54.03478025,60.06754538,52.24134406,87.47271794,55.52850199,98.60326493,100,1.017244092,0.132417446,0.346141138,0.498185398,63.64608669,100,0.059124959,2.259372672,52.21799222,0.007224312,0.035163448,0.241445742,0.307692308,0,0,0.076923077,0.153846154,0.076923077,0,0.076923077,0,0,0,0,0,0.5,0.541666667,0.041666667,0.583333333,0.416666667,0,0,0,0,0,0,0.541666667,0.041666667,0,0,0,0,0,0,0
AH95EJ2HK06Q2,0771c418-6c12-4e55-ab44-9f6c3c2d7f90,en,v1.0.0,625,13.88888889,45,0.192,0,0,0,0,0.025490196,39.74006048,51.92672992,20.49630574,52.40833908,40.35899269,49.98004688,38.32453217,46.15759492,62.51003329,61.76075937,39.93671071,18.60748747,48.80974742,34.45061929,48.56295108,40.89125248,54.80455129,45.34103902,51.82379059,46.05794129,56.85163988,41.98480545,27.91011326,43.58761134,48.69022718,45.15699149,64.61722729,32.94882819,54.90646464,44.76136717,60.6313335,44.67322716,61.25814928,56.39868999,48.05093102,6.834312059,33.53425369,51.5421564,3.848382024,63.44796886,84.78425369,13.89123659,33.53425369,12.98906187,91.33493338,48.65099727,2.099144785,92.53689295,0.572362637,0.12,0.016,0.016,0.056,0.04,0.008,0.008,0.064,0.032,0.08,0,0.072,0.008,0.068620051,0.116654086,0.048034036,0.190283401,0.809716599,0.025595279,0.034310025,0,0,0.020586015,0,0.096068071,0.020586015,0,0.034310025,0,0,0,0,0
A2A83NR45HQ2OV,57f2d274-1edd-4dd9-bb00-d824c1f09ef5,en,v1.0.0,72,4,18,0.166666667,0,0,0,0,0.054545455,52.48969183,43.12958733,42.43255518,63.27891519,51.05399139,65.47022868,56.84963888,46.35758549,32.76900449,79.68999341,38.83946115,28.54117526,37.53657795,64.87265452,41.43738901,37.09675301,45.73641069,32.28908555,35.50672201,26.08534727,67.39493206,50.89880041,41.57280184,50.64640439,92.87056379,40.38531931,44.77351133,68.5522243,64.40587894,61.20832578,85.7916383,59.81518664,53.9114657,79.28755025,62.05006374,52.02482858,99.94974525,66.45661983,0.132417446,8.095491989,0.498185398,63.64608669,99.94974525,0.059124959,2.259372672,52.21799222,0.007224312,0.035163448,0.386043956,0.166666667,0,0.083333333,0,0,0,0.083333333,0,0,0.166666667,0,0.083333333,0,0.610058889,0.661785771,0.051726882,0.713512653,0.286487347,0,0,0,0,0,0,0.661785771,0,0,0,0.051726882,0,0,0,0
A2EB0P9PSMD1M0,55825fa2-0a77-4523-ab1d-7211f96783bf,en,v1.0.0,25,2.5,10,0.2,0,0,0,0,0.068965517,56.70876607,35.22726765,59.7625763,66.11126199,60.93227306,59.35489407,44.20436543,43.62795609,45.46247309,78.14623353,22.40912071,52.83974912,23.76816363,64.33874121,36.02378919,37.10114376,15.59520675,21.76611333,28.87661802,1.095934851,81.8846485,35.10119658,41.54091175,22.40163649,55.29760632,24.52639537,38.99598534,40.45903577,56.67958371,53.12491892,68.29354122,78.30978109,44.55998638,74.9746571,43.07941038,99.8919161,100,1.017244092,0.132417446,23.54508853,100,0.06584084,100,0.059124959,2.259372672,52.21799222,100,0.035163448,0.932585895,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0.555555556,0.555555556,0,0.555555556,0.444444444,0,0,0,0,0,0,0.555555556,0,0,0,0,0,0,0,0
A39W5XTO1GA6G1,260e3b80-c48e-44b4-8952-9a48976e896e,en,v1.0.0,30,6,5,0.333333333,0,0,0,0,0.08,49.70575428,43.54976846,19.55721104,87.94142245,60.93227306,51.05089437,38.8318953,46.46278133,59.72961733,45.52920099,15.13871422,41.93413938,48.25212933,64.33045225,32.29731842,24.59064947,15.59520675,26.60559195,15.56486742,25.96814975,82.34976894,28.86211386,23.69271271,30.78901147,49.06582932,24.64491285,31.2562258,28.77806187,53.94568317,53.1832256,61.47444772,64.30861904,44.56028796,51.71680757,64.45299575,0.007925821,0.129990347,99.67604592,0.132417446,98.39325885,0.498185398,0,0.129990347,0.059124959,2.259372672,52.21799222,0.007224312,0.035163448,0.932585895,0.166666667,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0.166666667,0,0.288888889,0.288888889,0,0.288888889,0.711111111,0,0,0,0,0,0.288888889,0,0,0,0,0,0,0,0,0
A1M54T56FE4B86,2b02c928-4071-4c3f-8b7f-064500c54139,en,v1.0.0,186,10.33333333,18,0.290322581,0,0,0,0,0.036231884,47.27312748,60.73453864,5.46226925,74.07784255,70.30911291,42.46048252,47.20650354,51.02299425,58.92590336,55.97955311,5.845850002,22.52554913,60.79196115,80.03622077,31.59501115,21.47569763,40.85086818,56.02142013,26.24175748,20.32327942,42.8276412,35.72789397,15.04575426,44.08986534,61.02604218,23.46771407,64.89390558,56.02625136,51.14670661,43.60818372,81.77932056,60.47527117,39.86184197,57.08446067,39.58568177,22.55523869,0.129990347,99.46838508,0.132417446,100,96.82640274,0,0.129990347,0.059124959,2.259372672,52.21799222,0.007224312,0.035163448,0.042039823,0.322580645,0.096774194,0,0.064516129,0.129032258,0,0.064516129,0.064516129,0.129032258,0.096774194,0,0.161290323,0,0.085714286,0.085714286,0,0.085714286,0.914285714,0,0,0,0.032653061,0,0.053061224,0,0,0,0,0,0,0,0,0
A165FHUTQU6L2Z,a14657d2-0b62-4e11-acc1-c5542a5938a4,en,v1.0.0,36,36,1,0.333333333,0,0,0,0,0.037037037,53.94817397,43.54976846,41.55417732,66.10756848,60.93227306,67.65593679,44.21584701,37.72968954,59.72961733,73.57340425,22.35798115,28.38775607,22.09967889,37.07485043,52.52168942,49.59221982,32.26061023,43.46374058,55.38159462,1.095934851,98.41841889,32.78688491,29.00346012,29.96082891,81.26156479,24.52639537,26.07743782,27.61285056,71.08375093,59.76600503,82.53483442,62.17311676,69.3614658,74.8797635,77.7587591,0.007925821,0.129990347,1.017244092,0.132417446,0.28016564,0.498185398,63.64608669,0.129990347,0.059124959,52.23868245,2.238682446,0.007224312,100,0.188236808,0,0,0,0.166666667,0,0,0,0,0,0.166666667,0,0,0,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0.3,0,0.2,0,0,0,0,0,0,0,0
A18E4UPIBMJNVZ,0eb075b9-151d-43ac-b38f-79a9c65764d5,en,v1.0.0,40,40,1,0.375,0,0,0,0,0.076923077,55.566671,51.88244182,59.69171002,55.03490533,60.93227306,51.02078219,44.21375862,47.73971327,59.72961733,51.13954188,22.2791992,40.14584383,47.41411577,64.33798767,39.70012278,37.10010764,32.25782572,21.85281068,28.88555593,1.095934851,93.18271729,29.9206089,41.44658173,18.8691266,54.79584214,24.52995093,23.24784526,12.71211401,49.21202855,53.09981999,39.62339638,67.39912245,36.24141744,54.24065371,71.40571882,0.007925821,0.129990347,1.017244092,0.132417446,100,0.498185398,5.450145218,0.129990347,0.059124959,2.259372672,52.21799222,100,0.035163448,0.99,0.125,0,0,0.25,0.125,0,0,0,0,0,0,0,0,0.461538462,0.461538462,0,0.461538462,0.538461538,0,0.461538462,0,0,0,0,0,0,0,0,0,0,0,0,0
ANUDL8U5MQSPX,6123edb5-bdcd-4276-b368-1522bb8f1198,en,v1.0.0,45,9,5,0.333333333,0,0,0,0,0.02173913,51.39524838,43.54976846,52.06424037,54.18608633,60.93227306,42.63571065,43.91415262,47.1087695,59.72961733,65.74097427,25.22172476,12.65782503,47.07806123,64.2370138,38.27795768,36.96126856,32.22858858,37.32702825,22.25099079,1.095934851,85.37624289,36.11988953,32.18515779,28.20361955,60.64452945,39.50193117,27.51498,27.38159344,43.36378006,46.39231817,56.66722927,43.07843467,28.03799047,50.34053758,61.49424104,0.007925821,0.129990347,1.017244092,0.132417446,0.890700086,100,8.128141661,0.129990347,0.059124959,2.259372672,52.21799222,100,0.035163448,0.463650794,0.111111111,0,0,0,0,0,0.111111111,0,0,0.111111111,0,0,0,0.227426364,0.227426364,0,0.227426364,0.772573636,0,0.227426364,0,0,0,0,0,0,0,0,0,0,0,0,0
A2W78060JSRKED,d67a7669-df75-4642-9272-e12461041af1,en,v1.0.0,230,15.33333333,15,0.130434783,0,0,0,0,0.022346369,51.4663186,57.83495309,31.13533119,62.61095195,57.05270324,58.68389751,55.51944746,40.60925248,38.73388272,46.74440229,42.22424926,30.80639297,29.80920926,72.33855151,51.72803594,53.16258289,36.98243096,38.21581182,56.87837052,1.095934851,86.42890335,37.88863771,25.50654606,34.38582475,51.48915919,41.98140371,28.71809408,53.54714846,72.81601924,55.87023207,77.59693449,62.38108982,83.02858133,77.5622569,59.7840679,99.60092366,57.48624037,21.93336081,99.90068692,0.28016564,0.498185398,99.16348128,57.48624037,0.059124959,2.259372672,52.21799222,54.76256378,0.035163448,0.477453416,0.108695652,0.065217391,0,0.02173913,0,0.02173913,0,0.02173913,0.065217391,0.130434783,0.02173913,0.043478261,0.130434783,0.175438596,0.175438596,0,0.245614035,0.754385965,0.070175439,0,0,0,0.052631579,0,0.122807018,0,0,0,0,0,0,0,0
A3CFINYERTHF9Q,5e4b0d0d-1a64-4534-afbc-b1008a57e063,en,v1.0.0,10,10,1,0.5,0,0,0,0,0.083333333,52.70945182,43.54976846,41.61976692,66.11218144,60.93227306,67.65801379,31.71886664,40.98645352,59.72961733,45.03680337,22.47822875,40.44438815,40.56835966,37.07560397,49.82363421,49.59325594,15.59520675,32.82779116,55.38381263,1.095934851,98.42118433,22.85207876,29.09157174,13.41041557,55.35684178,24.524025,3.388889301,0.702949755,63.67611106,59.76655763,54.07808036,40.05640447,69.3656198,62.39198259,85.82182013,0.007925821,0.129990347,1.017244092,0.132417446,0.28016564,0.498185398,63.64608669,0.129990347,0.059124959,52.23868245,2.238682446,0.007224312,100,0.932585895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333,0.833333333,0,0.833333333,0.166666667,0,0.833333333,0,0,0.5,0,0.333333333,0,0,0,0,0,0,0,0
